source	target	mor	confidenceLevel	resource
fur	SL1234	1	Weak	RegulonDB
fur	SL1238	-1	Weak	SalComRegulon
fur	SL1239	-1	Weak	SalComRegulon
fur	SL1240	-1	Weak	SalComRegulon
fur	SL1241	-1	Weak	SalComRegulon
fur	SL1242	-1	Weak	SalComRegulon
fur	SL1253	1	Weak	RegulonDB
fur	SL1263	1	Weak	SalComRegulon
fur	SL1280	-1	Weak	SalComRegulon
fur	SL1303	-1	Strong	RegulonDB
fur	SL1304	-1	Strong	RegulonDB
fur	SL1305	-1	Strong	RegulonDB
fur	SL1306	-1	Strong	RegulonDB
fur	SL1307	-1	Strong	RegulonDB
fur	SL1308	-1	Strong	RegulonDB
fur	SL1362	-1	Weak	RegulonDB
fur	SL1363	1	Weak	SalComRegulon
fur	SL1400	-1	Weak	RegulonDB
fur	SL1439	1	Weak	SalComRegulon
fur	SL1443	-1	Weak	SalComRegulon
fur	SL1494	-1	Weak	SalComRegulon
fur	SL1503	1	Weak	SalComRegulon
fur	SL1517	-1	Weak	SalComRegulon
fur	SL1582	1	Confirmed	CollecTF
fur	SL1591	-1	Weak	RegulonDB
fur	SL1659	-1	Weak	SalComRegulon
fur	SL1660	-1	Weak	SalComRegulon
fur	SL1661	-1	Weak	SalComRegulon
fur	SL1662	-1	Weak	SalComRegulon
fur	SL1663	1	Strong	SalComRegulon,RegulonDB
fur	SL1668	1	Strong	RegulonDB
fur	SL1673	-1	Strong	RegulonDB
fur	SL1674	-1	Strong	RegulonDB
fur	SL1675	-1	Strong	RegulonDB
fur	SL1676	-1	Strong	RegulonDB
fur	SL1677	-1	Strong	RegulonDB
fur	SL1763	1	Weak	RegulonDB
fur	SL1802	-1	Weak	SalComRegulon
fur	SL1820	-1	Weak	RegulonDB
fur	SL1859	-1	Weak	RegulonDB
fur	SL1860	-1	Weak	RegulonDB
fur	SL1896	1	Weak	SalComRegulon
fur	SL1897	1	Weak	SalComRegulon
fur	SL1898	1	Weak	SalComRegulon
fur	SL1899	1	Weak	SalComRegulon
fur	SL1900	1	Weak	SalComRegulon
fur	SL1901	1	Weak	SalComRegulon
fur	SL1904	1	Weak	SalComRegulon
fur	SL1905	1	Weak	SalComRegulon
fur	SL1906	1	Weak	SalComRegulon
fur	SL1907	1	Weak	SalComRegulon
fur	SL2058	-1	Weak	RegulonDB
fur	SL2125	-1	Weak	RegulonDB
fur	SL2163	1	Confirmed	CollecTF
fur	SL2176	-1	Strong	RegulonDB
fur	SL2225	1	Weak	SalComRegulon
fur	SL2226	1	Weak	SalComRegulon
fur	SL2227	1	Weak	SalComRegulon
fur	SL2229	1	Weak	SalComRegulon
fur	SL2230	1	Weak	SalComRegulon
fur	SL2376	-1	Weak	RegulonDB
fur	SL2420	1	Confirmed	CollecTF
fur	SL2421	1	Confirmed	CollecTF
fur	SL2518	-1	Weak	RegulonDB
fur	SL2550	-1	Strong	RegulonDB
fur	SL2674	1	Weak	SalComRegulon
fur	SL2758	-1	Weak	SalComRegulon
fur	SL2759	-1	Weak	SalComRegulon
fur	SL2762	-1	Weak	SalComRegulon
fur	SL2785	-1	Weak	RegulonDB
fur	SL2790	-1	Weak	RegulonDB
fur	SL2791	-1	Weak	RegulonDB
fur	SL2792	-1	Weak	RegulonDB
fur	SL2793	-1	Weak	RegulonDB
fur	SL2841	-1	Weak	SalComRegulon
fur	SL2842	-1	Weak	SalComRegulon
fur	SL2843	-1	Weak	SalComRegulon
fur	SL2844	-1	Weak	SalComRegulon
fur	SL2846	1	Weak	SalComRegulon
fur	SL2847	1	Weak	SalComRegulon
fur	SL2850	1	Weak	SalComRegulon
fur	SL2851	1	Weak	SalComRegulon
fur	SL2853	1	Weak	SalComRegulon
fur	SL2854	1	Weak	SalComRegulon
fur	SL2856	1	Weak	SalComRegulon
fur	SL2857	1	Weak	SalComRegulon
fur	SL2865	1	Weak	SalComRegulon
fur	SL2866	1	Weak	SalComRegulon
fur	SL2867	1	Weak	SalComRegulon
fur	SL2868	1	Weak	SalComRegulon
fur	SL2869	1	Weak	SalComRegulon
fur	SL2870	1	Weak	SalComRegulon
fur	SL2871	1	Weak	SalComRegulon
fur	SL2872	1	Weak	SalComRegulon
fur	SL2873	1	Weak	SalComRegulon
fur	SL2874	1	Weak	SalComRegulon
fur	SL2875	1	Weak	SalComRegulon
fur	SL2876	1	Weak	SalComRegulon
fur	SL2879	1	Weak	SalComRegulon
fur	SL2903	-1	Weak	RegulonDB
fur	SL2924	1	Weak	SalComRegulon
fur	SL3002	-1	Weak	RegulonDB
fur	SL3081	1	Weak	SalComRegulon
fur	SL3112	1	Weak	SalComRegulon
fur	SL3134	-1	Weak	SalComRegulon
fur	SL3220	-1	Strong	RegulonDB
fur	SL3221	-1	Strong	RegulonDB
fur	SL3222	-1	Strong	RegulonDB
fur	SL3302	-1	Weak	RegulonDB
fur	SL3303	-1	Weak	RegulonDB
fur	SL3411	-1	Weak	SalComRegulon
fur	SL3472	-1	Strong	SalComRegulon,RegulonDB
fur	SL3473	-1	Weak	RegulonDB
fur	SL3474	-1	Weak	RegulonDB
fur	SL3565	1	Confirmed	CollecTF
fur	SL3655	1	Confirmed	CollecTF
fur	SL4004	-1	Strong	RegulonDB
fur	SL4048	-1	Weak	RegulonDB
fur	SL4056	1	Weak	RegulonDB
fur	SL4123	-1	Weak	RegulonDB
fur	SL4193	1	Weak	SalComRegulon
fur	SL4194	1	Weak	SalComRegulon
fur	SL4195	1	Weak	SalComRegulon
fur	SL4196	1	Weak	SalComRegulon
fur	SL4197	1	Weak	SalComRegulon
fur	SL4201	-1	Weak	RegulonDB
fur	SL4202	-1	Weak	RegulonDB
fur	SL4237	1	Weak	RegulonDB
fur	SL4249	1	Weak	SalComRegulon
fur	SL4250	1	Weak	SalComRegulon
fur	SL4251	1	Weak	SalComRegulon
fur	SL4262	1	Confirmed	CollecTF
fur	SL4263	1	Confirmed	CollecTF
fur	SL4279	1	Weak	SalComRegulon
fur	SL4502	-1	Weak	RegulonDB
galR	SL0750	1	Strong	RegulonDB
galR	SL0751	1	Strong	RegulonDB
galR	SL0752	1	Strong	RegulonDB
galR	SL0753	1	Strong	RegulonDB
galR	SL2165	-1	Weak	RegulonDB
galR	SL2166	-1	Weak	RegulonDB
galR	SL2167	-1	Weak	RegulonDB
galR	SL2168	-1	Weak	RegulonDB
galR	SL2989	-1	Strong	RegulonDB
galR	SL3066	-1	Strong	RegulonDB
galS	SL0750	1	Strong	RegulonDB
galS	SL0751	1	Strong	RegulonDB
galS	SL0752	1	Strong	RegulonDB
galS	SL0753	1	Strong	RegulonDB
galS	SL2165	-1	Weak	RegulonDB
galS	SL2166	-1	Weak	RegulonDB
galS	SL2167	-1	Weak	RegulonDB
galS	SL2168	-1	Weak	RegulonDB
galS	SL2989	-1	Weak	RegulonDB
galS	SL3066	-1	Strong	RegulonDB
gatR	SL0562	-1	Strong	RegulonDB
gatR	SL3235	-1	Strong	RegulonDB
gatR	SL3735	-1	Strong	RegulonDB
gatR	SL3736	-1	Strong	RegulonDB
gcvA	SL2962	-1	Strong	RegulonDB
gcvA	SL3029	1	Strong	RegulonDB
gcvA	SL3030	1	Strong	RegulonDB
gcvA	SL3031	1	Strong	RegulonDB
glnG	SL0456	1	Weak	RegulonDB
glnG	SL0457	1	Weak	RegulonDB
glnG	SL0674	1	Weak	RegulonDB
glnG	SL0803	1	Strong	RegulonDB
glnG	SL0804	1	Strong	RegulonDB
glnG	SL0805	1	Strong	RegulonDB
glnG	SL0854	1	Weak	RegulonDB
glnG	SL0855	1	Weak	RegulonDB
glnG	SL0856	1	Weak	RegulonDB
glnG	SL0857	1	Weak	RegulonDB
glnG	SL1037	1	Weak	RegulonDB
glnG	SL1219	1	Weak	RegulonDB
glnG	SL1238	1	Strong	RegulonDB
glnG	SL1239	1	Strong	RegulonDB
glnG	SL1240	1	Strong	RegulonDB
glnG	SL1241	1	Strong	RegulonDB
glnG	SL1242	1	Strong	RegulonDB
glnG	SL2320	1	Weak	RegulonDB
glnG	SL2321	1	Weak	RegulonDB
glnG	SL2322	1	Weak	RegulonDB
glnG	SL2323	1	Weak	RegulonDB
glnG	SL2324	1	Weak	RegulonDB
glnG	SL2601	1	Strong	RegulonDB
glnG	SL2602	1	Strong	RegulonDB
glnG	SL2603	1	Strong	RegulonDB
glnG	SL2604	1	Strong	RegulonDB
glnG	SL2937	1	Strong	RegulonDB
glnG	SL3191	1	Weak	RegulonDB
glnG	SL3952	1	Strong	RegulonDB
glnG	SL3953	1	Strong	RegulonDB
glnG	SL3954	1	Strong	RegulonDB
gntR	SL1818	-1	Strong	RegulonDB
gntR	SL1819	-1	Strong	RegulonDB
gntR	SL3478	-1	Weak	RegulonDB
gntR	SL3479	-1	Strong	RegulonDB
gntR	SL3507	-1	Strong	RegulonDB
gntR	SL3508	-1	Strong	RegulonDB
gntR	SL4411	-1	Weak	RegulonDB
gntR	SL4412	-1	Weak	RegulonDB
gntR	SL4413	-1	Weak	RegulonDB
gntR	SL4414	-1	Weak	RegulonDB
gntR	SL4415	-1	Weak	RegulonDB
gutM	SL2812	1	Weak	RegulonDB
gutM	SL2813	1	Weak	RegulonDB
gutM	SL2814	1	Weak	RegulonDB
gutM	SL2815	1	Weak	RegulonDB
gutM	SL2816	1	Weak	RegulonDB
gutM	SL2817	1	Weak	RegulonDB
gutM	SL2818	1	Weak	RegulonDB
hfq	SL0210	-1	Weak	SalComRegulon
hfq	SL0669	-1	Weak	SalComRegulon
hfq	SL0670	-1	Weak	SalComRegulon
hfq	SL0790	-1	Weak	SalComRegulon
hfq	SL0805	-1	Weak	SalComRegulon
hfq	SL0879	1	Weak	SalComRegulon
hfq	SL0882	-1	Weak	SalComRegulon
hfq	SL1063	-1	Weak	SalComRegulon
hfq	SL1169	1	Weak	SalComRegulon
hfq	SL1184	1	Weak	SalComRegulon
hfq	SL1186	-1	Weak	SalComRegulon
hfq	SL1264	1	Weak	SalComRegulon
hfq	SL1340	1	Weak	SalComRegulon
hfq	SL1530A	1	Weak	SalComRegulon
hfq	SL1531	1	Weak	SalComRegulon
hfq	SL1559	1	Weak	SalComRegulon
hfq	SL1602	1	Weak	SalComRegulon
hfq	SL1612	-1	Weak	SalComRegulon
hfq	SL1659	1	Weak	SalComRegulon
hfq	SL1748	-1	Weak	SalComRegulon
hfq	SL1769	1	Weak	SalComRegulon
hfq	SL1797	1	Weak	SalComRegulon
hfq	SL1799	1	Weak	SalComRegulon
hfq	SL2401	-1	Weak	SalComRegulon
hfq	SL2601	-1	Weak	SalComRegulon
hfq	SL2602	-1	Weak	SalComRegulon
hfq	SL2603	-1	Weak	SalComRegulon
hfq	SL2604	-1	Weak	SalComRegulon
hfq	SL2764	1	Weak	SalComRegulon
hfq	SL2765	1	Weak	SalComRegulon
hfq	SL2862	1	Weak	SalComRegulon
hfq	SL2864	1	Weak	SalComRegulon
hfq	SL3082	-1	Weak	SalComRegulon
hfq	SL3098	-1	Weak	SalComRegulon
hfq	SL3176	-1	Weak	SalComRegulon
hfq	SL3177	-1	Weak	SalComRegulon
hfq	SL3420	-1	Weak	SalComRegulon
hfq	SL3600	-1	Weak	SalComRegulon
hfq	SL3611	-1	Weak	SalComRegulon
hfq	SL4097	1	Weak	SalComRegulon
hfq	SL4356	-1	Weak	SalComRegulon
hfq	SL4441	-1	Weak	SalComRegulon
hilA	SL1029	1	Weak	SalComRegulon
hilA	SL1030	1	Weak	SalComRegulon
hilA	SL1784	1	Weak	SalComRegulon
hilA	SL2674	1	Weak	SalComRegulon
hilA	SL2850	1	Weak	SalComRegulon
hilA	SL2851	1	Weak	SalComRegulon
hilA	SL2852	1	Weak	SalComRegulon
hilA	SL2853	1	Weak	SalComRegulon
hilA	SL2854	1	Weak	SalComRegulon
hilA	SL2861	1	Weak	SalComRegulon
hilA	SL2862	1	Weak	SalComRegulon
hilA	SL2863	1	Weak	SalComRegulon
hilA	SL2864	1	Weak	SalComRegulon
hilA	SL2865	1	Weak	SalComRegulon
hilA	SL2868	1	Weak	SalComRegulon
hilA	SL2870	1	Weak	SalComRegulon
hilA	SL4193	1	Weak	SalComRegulon
hilA	SL4194	1	Weak	SalComRegulon
hilA	SL4195	1	Weak	SalComRegulon
hilA	SL4196	1	Weak	SalComRegulon
hilA	SL4197	1	Weak	SalComRegulon
hilA	SL4198	1	Weak	SalComRegulon
hilC	SL1029	1	Weak	SalComRegulon
hilC	SL1030	1	Weak	SalComRegulon
hilC	SL1784	1	Weak	SalComRegulon
hilC	SL2674	1	Weak	SalComRegulon
hilC	SL2850	1	Weak	SalComRegulon
hilC	SL2851	1	Weak	SalComRegulon
hilC	SL2852	1	Weak	SalComRegulon
hilC	SL2853	1	Weak	SalComRegulon
hilC	SL2854	1	Weak	SalComRegulon
hilC	SL2861	1	Weak	SalComRegulon
hilC	SL2862	1	Weak	SalComRegulon
hilC	SL2863	1	Weak	SalComRegulon
hilC	SL2864	1	Weak	SalComRegulon
hilC	SL2865	1	Weak	SalComRegulon
hilC	SL2866	1	Weak	SalComRegulon
hilC	SL2867	1	Weak	SalComRegulon
hilC	SL2868	1	Weak	SalComRegulon
hilC	SL2869	1	Weak	SalComRegulon
hilC	SL2870	1	Weak	SalComRegulon
hilC	SL2871	1	Weak	SalComRegulon
hilC	SL2872	1	Weak	SalComRegulon
hilC	SL2873	1	Weak	SalComRegulon
hilC	SL2874	1	Weak	SalComRegulon
hilC	SL2875	1	Weak	SalComRegulon
hilC	SL2876	1	Weak	SalComRegulon
hilC	SL2877	1	Weak	SalComRegulon
hilC	SL4193	1	Weak	SalComRegulon
hilC	SL4194	1	Weak	SalComRegulon
hilC	SL4195	1	Weak	SalComRegulon
hilC	SL4196	1	Weak	SalComRegulon
hilC	SL4197	1	Weak	SalComRegulon
hilC	SL4198	1	Weak	SalComRegulon
hilC	SL4251	1	Strong	PRODORIC
hilD	SL1029	1	Weak	SalComRegulon
hilD	SL1030	1	Weak	SalComRegulon
hilD	SL1184	1	Weak	SalComRegulon
hilD	SL1263	1	Weak	SalComRegulon
hilD	SL1264	1	Weak	SalComRegulon
hilD	SL1340	1	Weak	SalComRegulon
hilD	SL1530A	1	Weak	SalComRegulon
hilD	SL1559	1	Weak	SalComRegulon
hilD	SL1770	1	Weak	SalComRegulon
hilD	SL1784	1	Weak	SalComRegulon
hilD	SL1896	1	Weak	SalComRegulon
hilD	SL2225	1	Weak	SalComRegulon
hilD	SL2226	1	Weak	SalComRegulon
hilD	SL2227	1	Weak	SalComRegulon
hilD	SL2229	1	Weak	SalComRegulon
hilD	SL2230	1	Weak	SalComRegulon
hilD	SL2674	1	Weak	SalComRegulon
hilD	SL2845	1	Weak	SalComRegulon
hilD	SL2846	1	Weak	SalComRegulon
hilD	SL2848	1	Weak	SalComRegulon
hilD	SL2849	1	Weak	SalComRegulon
hilD	SL2850	1	Weak	SalComRegulon
hilD	SL2851	1	Weak	SalComRegulon
hilD	SL2852	1	Weak	SalComRegulon
hilD	SL2853	1	Weak	SalComRegulon
hilD	SL2854	1	Weak	SalComRegulon
hilD	SL2857	1	Weak	SalComRegulon
hilD	SL2858	1	Weak	SalComRegulon
hilD	SL2859	1	Weak	SalComRegulon
hilD	SL2860	1	Weak	SalComRegulon
hilD	SL2861	1	Weak	SalComRegulon
hilD	SL2862	1	Weak	SalComRegulon
hilD	SL2863	1	Weak	SalComRegulon
hilD	SL2864	1	Weak	SalComRegulon
hilD	SL2865	1	Weak	SalComRegulon
hilD	SL2866	1	Weak	SalComRegulon
hilD	SL2867	1	Weak	SalComRegulon
hilD	SL2868	1	Weak	SalComRegulon
hilD	SL2869	1	Weak	SalComRegulon
hilD	SL2870	1	Weak	SalComRegulon
hilD	SL2871	1	Weak	SalComRegulon
hilD	SL2872	1	Weak	SalComRegulon
hilD	SL2873	1	Weak	SalComRegulon
hilD	SL2874	1	Weak	SalComRegulon
hilD	SL2875	1	Weak	SalComRegulon
hilD	SL2876	1	Weak	SalComRegulon
hilD	SL2877	1	Weak	SalComRegulon
hilD	SL2878	1	Weak	SalComRegulon
hilD	SL2879	1	Weak	SalComRegulon
hilD	SL2924	1	Weak	SalComRegulon
hilD	SL4193	1	Weak	SalComRegulon
hilD	SL4194	1	Weak	SalComRegulon
hilD	SL4195	1	Weak	SalComRegulon
hilD	SL4196	1	Weak	SalComRegulon
hilD	SL4197	1	Weak	SalComRegulon
hilD	SL4198	1	Weak	SalComRegulon
hilD	SL4249	1	Weak	SalComRegulon
hilD	SL4250	1	Weak	SalComRegulon
hilE	SL1066	1	Weak	SalComRegulon
hilE	SL1067	1	Weak	SalComRegulon
hilE	SL1068	1	Weak	SalComRegulon
hilE	SL1069	1	Weak	SalComRegulon
hilE	SL3657	1	Weak	SalComRegulon
hilE	SL3659	1	Weak	SalComRegulon
hilE	SL3775	1	Weak	SalComRegulon
hilE	SL4494	-1	Weak	SalComRegulon
hns	SL0022	1	Strong	RegulonDB
hns	SL0040	-1	Weak	RegulonDB
hns	SL0041	-1	Weak	RegulonDB
hns	SL0069	-1	Weak	RegulonDB
hns	SL0070	-1	Weak	RegulonDB
hns	SL0071	-1	Weak	RegulonDB
hns	SL0072	-1	Weak	RegulonDB
hns	SL0074	-1	Weak	RegulonDB
hns	SL0075	-1	Weak	RegulonDB
hns	SL0115	-1	Strong	RegulonDB
hns	SL0116	-1	Weak	RegulonDB
hns	SL0117	-1	Weak	RegulonDB
hns	SL0210	-1	Weak	RegulonDB
hns	SL0440	-1	Weak	RegulonDB
hns	SL0574	1	Weak	RegulonDB
hns	SL0575	1	Weak	RegulonDB
hns	SL0576	1	Weak	RegulonDB
hns	SL0577	1	Weak	RegulonDB
hns	SL0697	-1	Strong	RegulonDB
hns	SL0722	-1	Strong	RegulonDB
hns	SL0723	-1	Strong	RegulonDB
hns	SL0750	-1	Strong	RegulonDB
hns	SL0751	-1	Strong	RegulonDB
hns	SL0752	-1	Strong	RegulonDB
hns	SL0753	-1	Strong	RegulonDB
hns	SL0806	-1	Strong	RegulonDB
hns	SL0882	1	Weak	RegulonDB
hns	SL0897	-1	Strong	RegulonDB
hns	SL0928	1	Weak	RegulonDB
hns	SL0929	1	Weak	RegulonDB
hns	SL0930	1	Weak	RegulonDB
hns	SL0931	1	Weak	RegulonDB
hns	SL1076	-1	Strong	RegulonDB
hns	SL1077	-1	Strong	RegulonDB
hns	SL1078	-1	Strong	RegulonDB
hns	SL1079	-1	Strong	RegulonDB
hns	SL1325	-1	Strong	RegulonDB
hns	SL1412	-1	Strong	RegulonDB
hns	SL1413	-1	Strong	RegulonDB
hns	SL1415	-1	Weak	RegulonDB
hns	SL1443	-1	Strong	RegulonDB
hns	SL1492	-1	Strong	RegulonDB
hns	SL1493	-1	Weak	RegulonDB
hns	SL1660	-1	Strong	RegulonDB
hns	SL1661	-1	Strong	RegulonDB
hns	SL1682	-1	Strong	RegulonDB
hns	SL1859	1	Strong	RegulonDB
hns	SL1860	1	Strong	RegulonDB
hns	SL1868	-1	Strong	RegulonDB
hns	SL1884	1	Weak	RegulonDB
hns	SL1885	1	Weak	RegulonDB
hns	SL1911	-1	Weak	RegulonDB
hns	SL2238	-1	Strong	RegulonDB
hns	SL2239	-1	Strong	RegulonDB
hns	SL2246	-1	Strong	RegulonDB
hns	SL2247	-1	Strong	RegulonDB
hns	SL2248	-1	Strong	RegulonDB
hns	SL2320	1	Weak	RegulonDB
hns	SL2321	1	Weak	RegulonDB
hns	SL2322	1	Weak	RegulonDB
hns	SL2323	1	Weak	RegulonDB
hns	SL2403	-1	Weak	RegulonDB
hns	SL2404	-1	Weak	RegulonDB
hns	SL2405	-1	Weak	RegulonDB
hns	SL2406	-1	Weak	RegulonDB
hns	SL2407	-1	Weak	RegulonDB
hns	SL2515	1	Weak	RegulonDB
hns	SL2519	-1	Strong	RegulonDB
hns	SL2520	-1	Strong	RegulonDB
hns	SL2756	1	Weak	RegulonDB
hns	SL2773	1	Weak	RegulonDB
hns	SL2774	1	Weak	RegulonDB
hns	SL2775	1	Weak	RegulonDB
hns	SL2776	1	Weak	RegulonDB
hns	SL2777	1	Weak	RegulonDB
hns	SL2783	-1	Strong	RegulonDB
hns	SL2794	-1	Strong	RegulonDB
hns	SL2795	-1	Strong	RegulonDB
hns	SL2796	-1	Strong	RegulonDB
hns	SL2812	1	Weak	RegulonDB
hns	SL2813	1	Weak	RegulonDB
hns	SL2814	1	Weak	RegulonDB
hns	SL2815	1	Weak	RegulonDB
hns	SL2816	1	Weak	RegulonDB
hns	SL2817	1	Weak	RegulonDB
hns	SL2818	1	Weak	RegulonDB
hns	SL2919	-1	Strong	RegulonDB
hns	SL2920	-1	Strong	RegulonDB
hns	SL2937	1	Weak	RegulonDB
hns	SL3220	-1	Weak	RegulonDB
hns	SL3221	-1	Weak	RegulonDB
hns	SL3222	-1	Weak	RegulonDB
hns	SL3363	-1	Weak	RegulonDB
hns	SL3364	-1	Weak	RegulonDB
hns	SL3441	-1	Strong	RegulonDB
hns	SL3442	-1	Strong	RegulonDB
hns	SL3443	-1	Strong	RegulonDB
hns	SL3444	-1	Strong	RegulonDB
hns	SL3606	1	Strong	RegulonDB
hns	SL3615	-1	Strong	RegulonDB
hns	SL3858	-1	Strong	RegulonDB
hns	SL4163	1	Weak	RegulonDB
hns	SL4164	1	Weak	RegulonDB
hns	SL4166	1	Weak	RegulonDB
hns	SL4232	-1	Strong	RegulonDB
hns	SL4233	-1	Weak	RegulonDB
hns	SL4381	-1	Strong	RegulonDB
hns	SL4382	-1	Strong	RegulonDB
hns	SL4477	-1	Strong	RegulonDB
hns	SL4478	-1	Strong	RegulonDB
hns	SL4479	-1	Strong	RegulonDB
hydG	SL0805	1	Strong	RegulonDB
hydG	SL1885	1	Strong	RegulonDB
hydG	SL2624	1	Strong	RegulonDB
hydG	SL3255	1	Weak	RegulonDB
hydG	SL3314	1	Strong	RegulonDB
hydG	SL3363	1	Strong	RegulonDB
hydG	SL3370	1	Strong	RegulonDB
hydG	SL3533	1	Strong	RegulonDB
hydG	SL3814	1	Weak	RegulonDB
hydG	SL3954	1	Strong	RegulonDB
hydG	SL4009	1	Strong	RegulonDB
hydG	SL4111	1	Strong	RegulonDB
hydG	SL4112	1	Strong	RegulonDB
hydG	SL4113	1	Strong	RegulonDB
iciA	SL0065	1	Strong	RegulonDB
iciA	SL0214	1	Strong	RegulonDB
iciA	SL1234	1	Strong	RegulonDB
iciA	SL2177	1	Strong	RegulonDB
iciA	SL2246	1	Strong	RegulonDB
iciA	SL2247	1	Strong	RegulonDB
iciA	SL2248	1	Strong	RegulonDB
iciA	SL2991	1	Strong	RegulonDB
iciA	SL3040	-1	Weak	RegulonDB
iciA	SL3042	1	Strong	RegulonDB
iciA	SL3506	1	Strong	RegulonDB
iciA	SL3803	1	Strong	RegulonDB
iciA	SL3804	1	Strong	RegulonDB
iciA	SL3805	1	Strong	RegulonDB
iciA	SL4156	1	Strong	RegulonDB
iclR	SL4118	-1	Strong	RegulonDB
iclR	SL4119	-1	Strong	RegulonDB
iclR	SL4120	-1	Strong	RegulonDB
iclR	SL4122	-1	Strong	RegulonDB
idnR	SL3507	-1	Weak	RegulonDB
idnR	SL3508	-1	Weak	RegulonDB
idnR	SL4411	1	Weak	RegulonDB
idnR	SL4412	1	Weak	RegulonDB
idnR	SL4413	1	Weak	RegulonDB
idnR	SL4414	1	Weak	RegulonDB
idnR	SL4415	1	Weak	RegulonDB
ilvY	SL3868	-1	Strong	RegulonDB
ilvY	SL3869	1	Strong	RegulonDB
kdgR	SL1818	-1	Strong	RegulonDB
kdgR	SL1819	-1	Weak	RegulonDB
kdpE	SL0686	1	Strong	RegulonDB
kdpE	SL0687	1	Strong	RegulonDB
kdpE	SL0688	1	Strong	RegulonDB
lctR	SL3657	1	Strong	RegulonDB
lctR	SL3658	1	Strong	RegulonDB
lctR	SL3659	1	Strong	RegulonDB
leuO	SL0110	1	Weak	RegulonDB
leuO	SL0111	1	Weak	RegulonDB
leuO	SL0112	1	Weak	RegulonDB
leuO	SL0113	1	Weak	RegulonDB
leuO	SL0642	-1	Strong	RegulonDB
leuO	SL2519	-1	Weak	RegulonDB
leuO	SL2919	1	Strong	RegulonDB
leuO	SL2920	1	Strong	RegulonDB
leuO	SL4478	1	Strong	RegulonDB
leuO	SL4479	1	Strong	RegulonDB
leuO	SL4502	-1	Strong	RegulonDB
lexA	SL0098	-1	Strong	RegulonDB
lexA	SL0121	-1	Weak	RegulonDB
lexA	SL0122	-1	Weak	RegulonDB
lexA	SL0123	-1	Weak	RegulonDB
lexA	SL0124	-1	Weak	RegulonDB
lexA	SL0125	-1	Weak	RegulonDB
lexA	SL0126	-1	Weak	RegulonDB
lexA	SL0127	-1	Weak	RegulonDB
lexA	SL0128	-1	Weak	RegulonDB
lexA	SL0129	-1	Weak	RegulonDB
lexA	SL0130	-1	Weak	RegulonDB
lexA	SL0131	-1	Weak	RegulonDB
lexA	SL0132	-1	Weak	RegulonDB
lexA	SL0133	-1	Weak	RegulonDB
lexA	SL0134	-1	Weak	RegulonDB
lexA	SL0677	-1	Weak	RegulonDB
lexA	SL0775	-1	Strong	RegulonDB
lexA	SL0797	-1	Strong	RegulonDB
lexA	SL0898	-1	Strong	RegulonDB
lexA	SL1011	-1	Weak	RegulonDB
lexA	SL1099	-1	Strong	RegulonDB
lexA	SL1256	-1	Strong	RegulonDB
lexA	SL1750	-1	Strong	RegulonDB
lexA	SL1816	-1	Weak	RegulonDB
lexA	SL1828	-1	Strong	RegulonDB
lexA	SL1829	-1	Strong	RegulonDB
lexA	SL1876	-1	Weak	RegulonDB
lexA	SL1877	-1	Weak	RegulonDB
lexA	SL1925	-1	Strong	RegulonDB
lexA	SL1926	-1	Strong	RegulonDB
lexA	SL2037	-1	Weak	RegulonDB
lexA	SL2656	-1	Strong	RegulonDB
lexA	SL2808	-1	Strong	RegulonDB
lexA	SL2809	-1	Strong	RegulonDB
lexA	SL2971	-1	Strong	RegulonDB
lexA	SL2972	-1	Strong	RegulonDB
lexA	SL2973	-1	Strong	RegulonDB
lexA	SL3183	-1	Strong	RegulonDB
lexA	SL3184	-1	Strong	RegulonDB
lexA	SL3185	-1	Strong	RegulonDB
lexA	SL3483	-1	Weak	RegulonDB
lexA	SL3484	-1	Weak	RegulonDB
lexA	SL3619	-1	Weak	RegulonDB
lexA	SL3905	-1	Weak	RegulonDB
lexA	SL3912	-1	Weak	RegulonDB
lexA	SL4174	-1	Strong	RegulonDB
lexA	SL4175	-1	Strong	RegulonDB
lexA	SL4190	-1	Weak	RegulonDB
lexA	SL4192	-1	Weak	RegulonDB
lexA	SL4454	-1	Strong	RegulonDB
lrhA	SL0115	1	Strong	RegulonDB
lrhA	SL1859	-1	Strong	RegulonDB
lrhA	SL1860	-1	Strong	RegulonDB
lrhA	SL2299	1	Strong	RegulonDB
lrp	SL0022	1	Strong	RegulonDB
lrp	SL0113	1	Weak	RegulonDB
lrp	SL0115	1	Weak	RegulonDB
lrp	SL0116	1	Strong	RegulonDB
lrp	SL0117	1	Strong	RegulonDB
lrp	SL0131	-1	Strong	RegulonDB
lrp	SL0161	1	Weak	RegulonDB
lrp	SL0172	1	Weak	RegulonDB
lrp	SL0240	1	Weak	RegulonDB
lrp	SL0312	-1	Strong	RegulonDB
lrp	SL0313	-1	Weak	RegulonDB
lrp	SL0373	1	Weak	RegulonDB
lrp	SL0378	1	Weak	RegulonDB
lrp	SL0394	-1	Strong	RegulonDB
lrp	SL0411	-1	Weak	RegulonDB
lrp	SL0412	-1	Weak	RegulonDB
lrp	SL0442	1	Weak	RegulonDB
lrp	SL0456	1	Weak	RegulonDB
lrp	SL0471	-1	Weak	RegulonDB
lrp	SL0567	1	Weak	RegulonDB
lrp	SL0591	-1	Weak	RegulonDB
