source	target	mor	confidenceLevel	resource
phoP	SL1029	-1	Weak	SalComRegulon
phoP	SL1030	-1	Weak	SalComRegulon
phoP	SL1037	1	Weak	RegulonDB
phoP	SL1049	1	Strong	RegulonDB
phoP	SL1108	-1	Weak	SalComRegulon
phoP	SL1109	-1	Weak	SalComRegulon
phoP	SL1120	-1	Weak	SalComRegulon
phoP	SL1121	-1	Weak	SalComRegulon
phoP	SL1161	1	Weak	SalComRegulon
phoP	SL1168	1	Strong	RegulonDB
phoP	SL1169	1	Confirmed	RegulonDB,PRODORIC
phoP	SL1183	1	Weak	SalComRegulon
phoP	SL1204	1	Weak	SalComRegulon
phoP	SL1235	-1	Weak	SalComRegulon
phoP	SL1264	1	Weak	SalComRegulon
phoP	SL1327	1	Weak	SalComRegulon
phoP	SL1328	1	Weak	SalComRegulon
phoP	SL1329	1	Weak	SalComRegulon
phoP	SL1330	1	Weak	SalComRegulon
phoP	SL1331	1	Weak	SalComRegulon
phoP	SL1332	1	Weak	SalComRegulon
phoP	SL1333	1	Weak	SalComRegulon
phoP	SL1334	1	Weak	SalComRegulon
phoP	SL1335	1	Weak	SalComRegulon
phoP	SL1336	1	Weak	SalComRegulon
phoP	SL1337	1	Weak	SalComRegulon
phoP	SL1338	1	Weak	SalComRegulon
phoP	SL1339	1	Weak	SalComRegulon
phoP	SL1340	1	Weak	SalComRegulon
phoP	SL1341	1	Weak	SalComRegulon
phoP	SL1342	1	Weak	SalComRegulon
phoP	SL1343	1	Weak	SalComRegulon
phoP	SL1344	1	Weak	SalComRegulon
phoP	SL1345	1	Weak	SalComRegulon
phoP	SL1346	1	Weak	SalComRegulon
phoP	SL1347	1	Weak	SalComRegulon
phoP	SL1348	1	Weak	SalComRegulon
phoP	SL1349	1	Weak	SalComRegulon
phoP	SL1350	1	Weak	SalComRegulon
phoP	SL1351	1	Weak	SalComRegulon
phoP	SL1352	1	Weak	SalComRegulon
phoP	SL1353	1	Weak	SalComRegulon
phoP	SL1354	1	Weak	SalComRegulon
phoP	SL1355	1	Weak	SalComRegulon
phoP	SL1356	1	Weak	SalComRegulon
phoP	SL1402	1	Strong	RegulonDB
phoP	SL1405	1	Strong	RegulonDB
phoP	SL1415	1	Weak	SalComRegulon
phoP	SL1477	1	Weak	SalComRegulon
phoP	SL1492	1	Strong	RegulonDB
phoP	SL1530	1	Weak	SalComRegulon
phoP	SL1530A	1	Weak	SalComRegulon
phoP	SL1531	1	Weak	SalComRegulon
phoP	SL1532	1	Weak	SalComRegulon
phoP	SL1533	1	Weak	SalComRegulon
phoP	SL1561	1	Weak	SalComRegulon
phoP	SL1602	1	Weak	SalComRegulon
phoP	SL1628	1	Weak	SalComRegulon
phoP	SL1629	1	Weak	SalComRegulon
phoP	SL1630	1	Weak	SalComRegulon
phoP	SL1645	1	Weak	RegulonDB
phoP	SL1726	-1	Weak	SalComRegulon
phoP	SL1769	1	Weak	SalComRegulon
phoP	SL1783	1	Weak	SalComRegulon
phoP	SL1784	-1	Weak	SalComRegulon
phoP	SL1793	1	Weak	SalComRegulon
phoP	SL1794	1	Weak	SalComRegulon
phoP	SL1795	1	Weak	SalComRegulon
phoP	SL1797	1	Weak	SalComRegulon
phoP	SL1799	1	Weak	SalComRegulon
phoP	SL1850	-1	Weak	SalComRegulon
phoP	SL1851	-1	Weak	SalComRegulon
phoP	SL1852	-1	Weak	SalComRegulon
phoP	SL1853	-1	Weak	SalComRegulon
phoP	SL1854	-1	Weak	SalComRegulon
phoP	SL1855	-1	Weak	SalComRegulon
phoP	SL1856	-1	Weak	SalComRegulon
phoP	SL1857	-1	Weak	SalComRegulon
phoP	SL1858	-1	Weak	SalComRegulon
phoP	SL1867	-1	Weak	SalComRegulon
phoP	SL1874	1	Weak	SalComRegulon
phoP	SL1888	-1	Weak	SalComRegulon
phoP	SL1889	-1	Weak	SalComRegulon
phoP	SL1890	-1	Weak	SalComRegulon
phoP	SL1891	-1	Weak	SalComRegulon
phoP	SL1897	-1	Weak	SalComRegulon
phoP	SL1898	-1	Weak	SalComRegulon
phoP	SL1899	-1	Weak	SalComRegulon
phoP	SL1900	-1	Weak	SalComRegulon
phoP	SL1901	-1	Weak	SalComRegulon
phoP	SL1902	-1	Weak	SalComRegulon
phoP	SL1928	1	Weak	SalComRegulon
phoP	SL2190	1	Weak	SalComRegulon
phoP	SL2215	1	Weak	SalComRegulon
phoP	SL2217	1	Weak	SalComRegulon
phoP	SL2221	1	Weak	SalComRegulon
phoP	SL2256	1	Weak	SalComRegulon
phoP	SL2283	-1	Weak	SalComRegulon
phoP	SL2357	1	Weak	SalComRegulon
phoP	SL2360	1	Weak	RegulonDB
phoP	SL2547	1	Weak	SalComRegulon
phoP	SL2674	-1	Weak	SalComRegulon
phoP	SL2763	1	Weak	SalComRegulon
phoP	SL2764	1	Weak	SalComRegulon
phoP	SL2846	-1	Weak	SalComRegulon
phoP	SL2852	-1	Weak	SalComRegulon
phoP	SL2853	-1	Weak	SalComRegulon
phoP	SL2854	-1	Weak	SalComRegulon
phoP	SL2863	-1	Weak	SalComRegulon
phoP	SL2864	-1	Weak	SalComRegulon
phoP	SL2865	-1	Weak	SalComRegulon
phoP	SL2868	-1	Weak	SalComRegulon
phoP	SL2874	-1	Weak	SalComRegulon
phoP	SL2875	-1	Weak	SalComRegulon
phoP	SL2876	-1	Weak	SalComRegulon
phoP	SL2877	-1	Weak	SalComRegulon
phoP	SL2878	-1	Weak	SalComRegulon
phoP	SL2930	1	Strong	RegulonDB
phoP	SL3128	-1	Weak	SalComRegulon
phoP	SL3129	-1	Weak	SalComRegulon
phoP	SL3130	-1	Weak	SalComRegulon
phoP	SL3160	1	Weak	RegulonDB
phoP	SL3161	1	Weak	RegulonDB
phoP	SL3162	1	Weak	RegulonDB
phoP	SL3189	-1	Weak	SalComRegulon
phoP	SL3297	1	Strong	RegulonDB
phoP	SL3435	-1	Weak	RegulonDB
phoP	SL3501	1	Weak	RegulonDB
phoP	SL3502	1	Weak	RegulonDB
phoP	SL3503	1	Weak	RegulonDB
phoP	SL3504	1	Weak	RegulonDB
phoP	SL3505	1	Weak	RegulonDB
phoP	SL3542	-1	Weak	SalComRegulon
phoP	SL3560	1	Weak	SalComRegulon
phoP	SL3576	-1	Weak	SalComRegulon
phoP	SL3629	1	Weak	RegulonDB
phoP	SL3729	1	Confirmed	CollecTF
phoP	SL4013	1	Weak	SalComRegulon
phoP	SL4049	1	Weak	RegulonDB
phoP	SL4050	1	Weak	RegulonDB
phoP	SL4114	1	Weak	RegulonDB
phoP	SL4115	1	Weak	RegulonDB
phoP	SL4162	1	Weak	SalComRegulon
phoP	SL4193	-1	Weak	SalComRegulon
phoP	SL4194	-1	Weak	SalComRegulon
phoP	SL4195	-1	Weak	SalComRegulon
phoP	SL4196	-1	Weak	SalComRegulon
phoP	SL4223	1	Weak	SalComRegulon
phoP	SL4224	1	Weak	SalComRegulon
phoP	SL4250	-1	Weak	SalComRegulon
phoP	SL4251	-1	Weak	SalComRegulon
phoP	SL4255	1	Weak	SalComRegulon
phoP	SL4265	1	Weak	SalComRegulon
phoP	SL4386	-1	Strong	RegulonDB
phoP	SL4434	1	Weak	SalComRegulon
phoP	SL4452	1	Weak	SalComRegulon
phoP	SL4464	-1	Weak	SalComRegulon
phoP	SL4472	1	Weak	SalComRegulon
prpR	SL0362	-1	Weak	RegulonDB
prpR	SL0363	1	Weak	RegulonDB
prpR	SL0364	1	Weak	RegulonDB
prpR	SL0365	1	Weak	RegulonDB
prpR	SL0366	1	Weak	RegulonDB
pspF	SL1616	1	Strong	RegulonDB
pspF	SL1617	1	Strong	RegulonDB
pspF	SL1618	1	Strong	RegulonDB
pspF	SL1619	1	Strong	RegulonDB
pspF	SL1620	1	Strong	RegulonDB
pspF	SL1621	-1	Strong	RegulonDB
pspF	SL4180	1	Strong	RegulonDB
purR	SL0068	-1	Strong	RegulonDB
purR	SL0526	-1	Strong	RegulonDB
purR	SL0527	-1	Strong	RegulonDB
purR	SL0998	-1	Strong	RegulonDB
purR	SL1100	-1	Strong	RegulonDB
purR	SL1170	-1	Strong	RegulonDB
purR	SL1171	-1	Strong	RegulonDB
purR	SL1362	-1	Strong	RegulonDB
purR	SL1708	-1	Strong	RegulonDB
purR	SL1817	-1	Strong	RegulonDB
purR	SL2325	-1	Strong	RegulonDB
purR	SL2331	-1	Strong	RegulonDB
purR	SL2332	-1	Strong	RegulonDB
purR	SL2450	-1	Strong	RegulonDB
purR	SL2462	-1	Strong	RegulonDB
purR	SL2463	-1	Strong	RegulonDB
purR	SL2471	-1	Strong	RegulonDB
purR	SL2472	-1	Strong	RegulonDB
purR	SL2517	-1	Strong	RegulonDB
purR	SL2523	-1	Strong	RegulonDB
purR	SL2527	-1	Strong	RegulonDB
purR	SL3029	-1	Weak	RegulonDB
purR	SL3030	-1	Weak	RegulonDB
purR	SL3031	-1	Weak	RegulonDB
purR	SL3305	-1	Weak	RegulonDB
purR	SL3306	-1	Weak	RegulonDB
purR	SL4114	-1	Strong	RegulonDB
purR	SL4115	-1	Strong	RegulonDB
purR	SL4299	-1	Strong	RegulonDB
putA	SL1062	-1	Strong	RegulonDB
putA	SL1063	-1	Strong	RegulonDB
rama	SL3160	1	Strong	PRODORIC
rbsR	SL1395	1	Strong	RegulonDB
rbsR	SL2098	1	Strong	RegulonDB
rbsR	SL2099	1	Strong	RegulonDB
rbsR	SL3848	-1	Strong	RegulonDB
rbsR	SL3849	-1	Strong	RegulonDB
rbsR	SL3850	-1	Strong	RegulonDB
rbsR	SL3851	-1	Strong	RegulonDB
rbsR	SL3852	-1	Strong	RegulonDB
rbsR	SL3853	-1	Strong	RegulonDB
rbsR	SL4114	-1	Strong	RegulonDB
rbsR	SL4115	-1	Strong	RegulonDB
rcsB	SL0132	1	Strong	RegulonDB
rcsB	SL0133	1	Strong	RegulonDB
rcsB	SL0899	1	Weak	RegulonDB
rcsB	SL0900	1	Weak	RegulonDB
rcsB	SL1492	1	Weak	RegulonDB
rcsB	SL1493	1	Strong	RegulonDB
rcsB	SL1494	1	Strong	RegulonDB
rcsB	SL1637	1	Weak	RegulonDB
rcsB	SL2328	1	Weak	RegulonDB
rcsB	SL2601	1	Strong	RegulonDB
rcsB	SL2602	1	Strong	RegulonDB
rcsB	SL2603	1	Strong	RegulonDB
rcsB	SL2604	1	Strong	RegulonDB
rhaR	SL3997	1	Strong	RegulonDB
rhaR	SL3998	1	Strong	RegulonDB
rhaS	SL3994	1	Strong	RegulonDB
rhaS	SL3995	1	Strong	RegulonDB
rhaS	SL3996	1	Strong	RegulonDB
rhaS	SL3997	1	Strong	RegulonDB
rhaS	SL3998	1	Strong	RegulonDB
rhaS	SL3999	1	Strong	RegulonDB
rob	SL0214	1	Weak	RegulonDB
rob	SL0215	1	Weak	RegulonDB
rob	SL0216	1	Weak	RegulonDB
rob	SL0468	1	Strong	RegulonDB
rob	SL0469	1	Strong	RegulonDB
rob	SL0566	1	Weak	RegulonDB
rob	SL0813	1	Weak	RegulonDB
rob	SL0849	1	Weak	RegulonDB
rob	SL0852	1	Weak	RegulonDB
rob	SL0853	1	Weak	RegulonDB
rob	SL1238	-1	Weak	RegulonDB
rob	SL1400	1	Strong	RegulonDB
rob	SL1448	1	Strong	RegulonDB
rob	SL1449	1	Strong	RegulonDB
rob	SL1450	1	Strong	RegulonDB
rob	SL1537	1	Weak	RegulonDB
rob	SL1644	1	Weak	RegulonDB
rob	SL1692	1	Weak	RegulonDB
rob	SL1747	-1	Weak	RegulonDB
rob	SL1820	1	Strong	RegulonDB
rob	SL2106	1	Weak	RegulonDB
rob	SL2180	1	Weak	RegulonDB
rob	SL2280	-1	Weak	RegulonDB
rob	SL2360	-1	Weak	RegulonDB
rob	SL2529	1	Weak	RegulonDB
rob	SL3153	1	Weak	RegulonDB
rob	SL3160	1	Weak	RegulonDB
rob	SL3161	1	Weak	RegulonDB
rob	SL3162	1	Weak	RegulonDB
rob	SL3170	1	Weak	RegulonDB
rob	SL3242	-1	Weak	RegulonDB
rob	SL3249	1	Weak	RegulonDB
rob	SL3614	-1	Weak	RegulonDB
rob	SL3935	-1	Weak	RegulonDB
rob	SL3936	-1	Weak	RegulonDB
rob	SL4004	1	Weak	RegulonDB
rob	SL4209	-1	Weak	RegulonDB
rob	SL4210	-1	Weak	RegulonDB
rob	SL4211	-1	Weak	RegulonDB
rob	SL4513	-1	Strong	RegulonDB
rpoE	SL1620	-1	Weak	SalComRegulon
rpoN	SL0363	1	Confirmed	CollecTF
rpoN	SL0442	1	Confirmed	CollecTF
rpoN	SL0456	1	Confirmed	CollecTF
rpoN	SL0565	1	Confirmed	CollecTF
rpoN	SL0654	1	Confirmed	CollecTF
rpoN	SL0805	1	Confirmed	CollecTF
rpoN	SL1220	1	Confirmed	CollecTF
rpoN	SL1238	1	Confirmed	CollecTF
rpoN	SL1385	-1	Strong	RegulonDB
rpoN	SL1620	1	Confirmed	CollecTF
rpoN	SL1766	-1	Weak	RegulonDB
rpoN	SL2324	1	Confirmed	CollecTF
rpoN	SL2329	1	Confirmed	CollecTF
rpoN	SL2359	-1	Strong	RegulonDB
rpoN	SL2360	-1	Strong	RegulonDB
rpoN	SL2794	1	Confirmed	CollecTF
rpoN	SL2820	1	Confirmed	CollecTF
rpoN	SL2823	1	Confirmed	CollecTF
rpoN	SL2833	1	Confirmed	CollecTF
rpoN	SL2834	1	Confirmed	CollecTF
rpoN	SL3487	1	Confirmed	CollecTF
rpoN	SL3533	1	Confirmed	CollecTF
rpoN	SL3692	-1	Strong	RegulonDB
rpoN	SL3737	1	Confirmed	CollecTF
rpoN	SL3954	1	Confirmed	CollecTF
rpoN	SL4111	1	Confirmed	CollecTF
rpoN	SL4112	1	Confirmed	CollecTF
rpoN	SL4180	1	Confirmed	CollecTF
rpoN	SL4300	1	Confirmed	CollecTF
rpoN	SL4466	1	Confirmed	CollecTF
rpoS	SL0354	1	Weak	SalComRegulon
rpoS	SL0361	1	Weak	SalComRegulon
rpoS	SL0379	1	Weak	SalComRegulon
rpoS	SL0384	1	Weak	SalComRegulon
rpoS	SL0440	1	Weak	SalComRegulon
rpoS	SL0582	1	Weak	SalComRegulon
rpoS	SL0641	1	Weak	SalComRegulon
rpoS	SL0736	1	Weak	SalComRegulon
rpoS	SL0806	1	Weak	SalComRegulon
rpoS	SL0829	1	Weak	SalComRegulon
rpoS	SL0909	-1	Weak	SalComRegulon
rpoS	SL1057	1	Weak	SalComRegulon
rpoS	SL1059	1	Weak	SalComRegulon
rpoS	SL1246	1	Weak	SalComRegulon
rpoS	SL1330	-1	Weak	SalComRegulon
rpoS	SL1340	-1	Weak	SalComRegulon
rpoS	SL1341	-1	Weak	SalComRegulon
rpoS	SL1342	-1	Weak	SalComRegulon
rpoS	SL1353	-1	Weak	SalComRegulon
rpoS	SL1370	1	Weak	SalComRegulon
rpoS	SL1443	1	Weak	SalComRegulon
rpoS	SL1659	1	Weak	SalComRegulon
rpoS	SL1660	1	Weak	SalComRegulon
rpoS	SL1698	1	Weak	SalComRegulon
rpoS	SL1738	1	Weak	SalComRegulon
rpoS	SL1780	1	Weak	SalComRegulon
rpoS	SL1888	1	Weak	SalComRegulon
rpoS	SL1913	1	Weak	SalComRegulon
rpoS	SL2280	1	Weak	SalComRegulon
rpoS	SL2779	1	Weak	SalComRegulon
rpoS	SL2780	1	Weak	SalComRegulon
rpoS	SL2786	1	Weak	SalComRegulon
rpoS	SL2842	1	Weak	SalComRegulon
rpoS	SL2963	1	Weak	SalComRegulon
rpoS	SL3127	1	Weak	SalComRegulon
rpoS	SL3201	1	Weak	SalComRegulon
rpoS	SL3335	1	Weak	SalComRegulon
rpoS	SL3377	1	Weak	SalComRegulon
rpoS	SL3614	1	Weak	SalComRegulon
rpoS	SL3645	1	Weak	SalComRegulon
rpoS	SL4176	1	Weak	SalComRegulon
rpoS	SL4273	1	Weak	SalComRegulon
rpoS	SL4312	1	Weak	SalComRegulon
rpoS	SL4339	1	Weak	SalComRegulon
rpoS	SL4483	1	Weak	SalComRegulon
rpoS	SL4489	1	Weak	SalComRegulon
rstA	SL0936	-1	Weak	RegulonDB
rstA	SL1076	-1	Strong	RegulonDB
rstA	SL1077	-1	Strong	RegulonDB
rstA	SL1078	-1	Strong	RegulonDB
rstA	SL1079	-1	Strong	RegulonDB
rstA	SL1415	1	Strong	RegulonDB
rstA	SL1689	1	Weak	RegulonDB
rstA	SL1690	1	Weak	RegulonDB
rstA	SL1691	1	Weak	RegulonDB
rstA	SL1692	1	Weak	RegulonDB
rtcR	SL3485	1	Weak	RegulonDB
rtcR	SL3486	1	Weak	RegulonDB
sdiA	SL0131	1	Strong	RegulonDB
sdiA	SL0132	-1	Strong	RegulonDB
sdiA	SL0133	-1	Strong	RegulonDB
sdiA	SL1006	1	Strong	RegulonDB
sdiA	SL4104	1	Strong	RegulonDB
sirA	SL2802	1	Strong	RegulonDB
sirA	SL3753	1	Strong	RegulonDB
slyA	SL0115	1	Strong	RegulonDB
slyA	SL0302	1	Weak	SalComRegulon
slyA	SL0616	1	Weak	RegulonDB
slyA	SL0909	1	Weak	SalComRegulon
slyA	SL0991	1	Weak	SalComRegulon
slyA	SL0992	1	Weak	SalComRegulon
slyA	SL1006	1	Strong	RegulonDB
slyA	SL1027	1	Weak	SalComRegulon
slyA	SL1029	-1	Weak	SalComRegulon
slyA	SL1030	-1	Weak	SalComRegulon
slyA	SL1108	-1	Weak	SalComRegulon
slyA	SL1109	-1	Weak	SalComRegulon
slyA	SL1120	-1	Weak	SalComRegulon
slyA	SL1121	-1	Weak	SalComRegulon
slyA	SL1159	1	Weak	SalComRegulon
slyA	SL1161	1	Weak	SalComRegulon
slyA	SL1181	1	Weak	SalComRegulon
slyA	SL1183	1	Weak	SalComRegulon
slyA	SL1185	1	Weak	SalComRegulon
slyA	SL1235	-1	Weak	SalComRegulon
slyA	SL1264	1	Weak	SalComRegulon
slyA	SL1325	1	Weak	SalComRegulon
slyA	SL1326	1	Weak	SalComRegulon
slyA	SL1327	1	Weak	SalComRegulon
slyA	SL1328	1	Weak	SalComRegulon
slyA	SL1329	1	Weak	SalComRegulon
slyA	SL1330	1	Weak	SalComRegulon
slyA	SL1331	1	Weak	SalComRegulon
slyA	SL1332	1	Weak	SalComRegulon
slyA	SL1333	1	Weak	SalComRegulon
slyA	SL1334	1	Weak	SalComRegulon
slyA	SL1335	1	Weak	SalComRegulon
slyA	SL1336	1	Weak	SalComRegulon
slyA	SL1337	1	Weak	SalComRegulon
slyA	SL1338	1	Weak	SalComRegulon
slyA	SL1339	1	Weak	SalComRegulon
slyA	SL1340	1	Weak	SalComRegulon
slyA	SL1341	1	Weak	SalComRegulon
slyA	SL1342	1	Weak	SalComRegulon
slyA	SL1343	1	Weak	SalComRegulon
slyA	SL1344	1	Weak	SalComRegulon
slyA	SL1345	1	Weak	SalComRegulon
slyA	SL1346	1	Weak	SalComRegulon
slyA	SL1347	1	Weak	SalComRegulon
slyA	SL1348	1	Weak	SalComRegulon
slyA	SL1349	1	Weak	SalComRegulon
slyA	SL1350	1	Weak	SalComRegulon
slyA	SL1351	1	Weak	SalComRegulon
slyA	SL1352	1	Weak	SalComRegulon
slyA	SL1353	1	Weak	SalComRegulon
slyA	SL1354	1	Weak	SalComRegulon
slyA	SL1355	1	Weak	SalComRegulon
slyA	SL1356	1	Weak	SalComRegulon
slyA	SL1373	-1	Weak	SalComRegulon
slyA	SL1374	-1	Weak	SalComRegulon
slyA	SL1375	-1	Weak	SalComRegulon
slyA	SL1376	1	Strong	RegulonDB
slyA	SL1448	-1	Weak	SalComRegulon
slyA	SL1449	-1	Weak	SalComRegulon
slyA	SL1450	-1	Weak	SalComRegulon
slyA	SL1477	1	Weak	SalComRegulon
slyA	SL1530	1	Weak	SalComRegulon
slyA	SL1530A	1	Weak	SalComRegulon
slyA	SL1531	1	Weak	SalComRegulon
slyA	SL1532	1	Weak	SalComRegulon
slyA	SL1533	1	Weak	SalComRegulon
slyA	SL1542	-1	Strong	RegulonDB
slyA	SL1543	-1	Strong	RegulonDB
slyA	SL1544	-1	Strong	RegulonDB
slyA	SL1545	-1	Strong	RegulonDB
slyA	SL1546	-1	Strong	RegulonDB
slyA	SL1547	-1	Strong	RegulonDB
slyA	SL1548	-1	Strong	RegulonDB
slyA	SL1561	1	Weak	SalComRegulon
slyA	SL1563	1	Weak	SalComRegulon
slyA	SL1564	1	Weak	SalComRegulon
slyA	SL1568	1	Weak	SalComRegulon
slyA	SL1628	1	Weak	SalComRegulon
slyA	SL1629	1	Weak	SalComRegulon
slyA	SL1630	1	Weak	SalComRegulon
slyA	SL1726	-1	Weak	SalComRegulon
slyA	SL1784	-1	Weak	SalComRegulon
slyA	SL1793	1	Weak	SalComRegulon
slyA	SL1794	1	Weak	SalComRegulon
slyA	SL1795	1	Weak	SalComRegulon
slyA	SL1797	1	Weak	SalComRegulon
slyA	SL1799	1	Weak	SalComRegulon
slyA	SL1850	-1	Weak	SalComRegulon
slyA	SL1851	-1	Weak	SalComRegulon
slyA	SL1852	-1	Weak	SalComRegulon
slyA	SL1853	-1	Weak	SalComRegulon
slyA	SL1854	-1	Weak	SalComRegulon
slyA	SL1855	-1	Weak	SalComRegulon
slyA	SL1856	-1	Weak	SalComRegulon
slyA	SL1857	-1	Weak	SalComRegulon
slyA	SL1858	-1	Weak	SalComRegulon
slyA	SL1874	1	Weak	SalComRegulon
slyA	SL1888	-1	Weak	SalComRegulon
slyA	SL1889	-1	Weak	SalComRegulon
slyA	SL1890	-1	Weak	SalComRegulon
slyA	SL1891	-1	Weak	SalComRegulon
slyA	SL1897	-1	Weak	SalComRegulon
slyA	SL1898	-1	Weak	SalComRegulon
slyA	SL1899	-1	Weak	SalComRegulon
slyA	SL1900	-1	Weak	SalComRegulon
slyA	SL1901	-1	Weak	SalComRegulon
slyA	SL1902	-1	Weak	SalComRegulon
slyA	SL1903	-1	Weak	SalComRegulon
slyA	SL1904	-1	Weak	SalComRegulon
slyA	SL1905	-1	Weak	SalComRegulon
slyA	SL1928	1	Weak	SalComRegulon
slyA	SL2114	1	Weak	SalComRegulon
slyA	SL2115	1	Weak	SalComRegulon
slyA	SL2215	1	Weak	SalComRegulon
slyA	SL2217	1	Weak	SalComRegulon
slyA	SL2221	1	Weak	SalComRegulon
slyA	SL2256	1	Weak	SalComRegulon
slyA	SL2283	-1	Weak	SalComRegulon
slyA	SL2357	1	Weak	SalComRegulon
slyA	SL2547	1	Weak	SalComRegulon
slyA	SL2674	-1	Weak	SalComRegulon
slyA	SL2763	1	Weak	SalComRegulon
slyA	SL2764	1	Weak	SalComRegulon
slyA	SL2765	1	Weak	SalComRegulon
slyA	SL2846	-1	Weak	SalComRegulon
slyA	SL2852	-1	Weak	SalComRegulon
slyA	SL2853	-1	Weak	SalComRegulon
slyA	SL2854	-1	Weak	SalComRegulon
slyA	SL2863	-1	Weak	SalComRegulon
slyA	SL2864	-1	Weak	SalComRegulon
slyA	SL2865	-1	Weak	SalComRegulon
slyA	SL2874	-1	Weak	SalComRegulon
slyA	SL2875	-1	Weak	SalComRegulon
slyA	SL2876	-1	Weak	SalComRegulon
slyA	SL2878	-1	Weak	SalComRegulon
slyA	SL2919	1	Strong	RegulonDB
slyA	SL2920	1	Strong	RegulonDB
slyA	SL3128	-1	Weak	SalComRegulon
slyA	SL3129	-1	Weak	SalComRegulon
slyA	SL3130	-1	Weak	SalComRegulon
slyA	SL3189	-1	Weak	SalComRegulon
slyA	SL3333	-1	Weak	SalComRegulon
slyA	SL3334	-1	Weak	SalComRegulon
slyA	SL3542	-1	Weak	SalComRegulon
slyA	SL3576	-1	Weak	SalComRegulon
slyA	SL3673	1	Weak	SalComRegulon
slyA	SL4104	1	Strong	RegulonDB
slyA	SL4250	-1	Weak	SalComRegulon
slyA	SL4251	-1	Weak	SalComRegulon
slyA	SL4255	1	Weak	SalComRegulon
slyA	SL4434	1	Weak	SalComRegulon
slyA	SL4447	1	Strong	RegulonDB
slyA	SL4448	1	Strong	RegulonDB
slyA	SL4452	1	Weak	SalComRegulon
slyA	SL4464	-1	Weak	SalComRegulon
soxR	SL1400	1	Strong	RegulonDB
soxR	SL2627	1	Strong	RegulonDB
soxR	SL2628	1	Strong	RegulonDB
soxR	SL3297	1	Strong	RegulonDB
soxR	SL4004	1	Strong	RegulonDB
soxR	SL4199	1	Strong	RegulonDB
soxR	SL4201	1	Strong	RegulonDB
soxR	SL4202	-1	Strong	RegulonDB
soxS	SL0214	1	Weak	RegulonDB
soxS	SL0215	1	Weak	RegulonDB
soxS	SL0216	1	Weak	RegulonDB
soxS	SL0453	1	Strong	RegulonDB
soxS	SL0468	1	Strong	RegulonDB
soxS	SL0469	1	Strong	RegulonDB
soxS	SL0566	1	Strong	RegulonDB
soxS	SL0675	1	Strong	RegulonDB
soxS	SL0676	1	Strong	RegulonDB
soxS	SL0849	1	Strong	RegulonDB
soxS	SL0852	1	Strong	RegulonDB
soxS	SL0853	1	Strong	RegulonDB
soxS	SL0874	1	Weak	RegulonDB
soxS	SL1003	1	Strong	RegulonDB
soxS	SL1004	1	Strong	RegulonDB
soxS	SL1005	1	Strong	RegulonDB
soxS	SL1140	1	Strong	RegulonDB
soxS	SL1198	1	Weak	RegulonDB
soxS	SL1400	1	Strong	RegulonDB
soxS	SL1404	1	Strong	RegulonDB
soxS	SL1448	1	Strong	RegulonDB
soxS	SL1449	1	Strong	RegulonDB
soxS	SL1450	1	Strong	RegulonDB
soxS	SL1581	1	Strong	RegulonDB
soxS	SL1643	1	Strong	RegulonDB
soxS	SL1644	1	Strong	RegulonDB
soxS	SL1663	-1	Weak	RegulonDB
soxS	SL1820	1	Strong	RegulonDB
soxS	SL2180	1	Strong	RegulonDB
soxS	SL3021	1	Weak	RegulonDB
soxS	SL3153	1	Weak	RegulonDB
soxS	SL3160	1	Weak	RegulonDB
soxS	SL3161	1	Weak	RegulonDB
soxS	SL3162	1	Weak	RegulonDB
soxS	SL3249	1	Weak	RegulonDB
soxS	SL3297	1	Strong	RegulonDB
soxS	SL4004	1	Strong	RegulonDB
soxS	SL4033	1	Strong	RegulonDB
soxS	SL4157	1	Weak	RegulonDB
soxS	SL4201	-1	Strong	RegulonDB
soxS	SL4513	-1	Strong	RegulonDB
srlR	SL2812	-1	Weak	RegulonDB
srlR	SL2813	-1	Weak	RegulonDB
srlR	SL2814	-1	Weak	RegulonDB
srlR	SL2815	-1	Weak	RegulonDB
srlR	SL2816	-1	Weak	RegulonDB
srlR	SL2817	-1	Weak	RegulonDB
srlR	SL2818	-1	Weak	RegulonDB
ssrA	SL0909	1	Weak	SalComRegulon
ssrA	SL0991	1	Weak	SalComRegulon
ssrA	SL0992	1	Weak	SalComRegulon
ssrA	SL1027	1	Weak	SalComRegulon
ssrA	SL1109	-1	Weak	SalComRegulon
ssrA	SL1120	-1	Weak	SalComRegulon
ssrA	SL1121	-1	Weak	SalComRegulon
ssrA	SL1161	1	Weak	SalComRegulon
ssrA	SL1183	1	Weak	SalComRegulon
ssrA	SL1235	-1	Weak	SalComRegulon
ssrA	SL1327	1	Weak	SalComRegulon
ssrA	SL1328	1	Weak	SalComRegulon
ssrA	SL1329	1	Weak	SalComRegulon
ssrA	SL1330	1	Weak	SalComRegulon
ssrA	SL1331	1	Weak	SalComRegulon
ssrA	SL1332	1	Weak	SalComRegulon
ssrA	SL1333	1	Weak	SalComRegulon
ssrA	SL1334	1	Weak	SalComRegulon
ssrA	SL1335	1	Weak	SalComRegulon
ssrA	SL1336	1	Weak	SalComRegulon
ssrA	SL1337	1	Weak	SalComRegulon
ssrA	SL1338	1	Weak	SalComRegulon
ssrA	SL1339	1	Weak	SalComRegulon
ssrA	SL1340	1	Weak	SalComRegulon
